id,start,end,emotion,valence,arousal,dominance,transcription
Ses02F_impro05_M020,248.0522,265.9529,neu,2.5,3.0,3.5,"All right, Miss, I-I know.  I realize this. But Like I said, there are several people that are in your same situation, so, um, it's not--it's not totally uncommon and I'm actually gonna have to ask you to move so I can help the next person."
Ses02F_impro05_M021,268.5221,274.21,neu,2.5,2.5,2.5,"Yes, all right.  There you go, now you can file a claim over to the left--And they'll help you out."
Ses02F_impro04_F000,9.6322,19.042,fru,2.0,2.5,4.0,I'm--every lead that I get ends up just being a dead end.  You know what I mean.  People are sick of me calling--
Ses02F_impro04_F001,24.67,28.9797,fru,2.0,2.5,4.0,"Yeah, but it--I mean it's the same response you get over and over again.  Like--"
Ses02F_impro04_F002,29.0536,34.96,fru,2.0,2.0,4.0,"Oh, we're not hiring at this time or thank you, we already have your information on file--We'll call you when we're ready."
Ses02F_impro04_F003,39.17,46.3474,fru,1.5,2.5,4.5,"But, it's been so long, like--I mine as well just take a job at McDonald's.  Like, I don't--"
Ses02F_impro04_F004,48.7571,54.098,fru,2.0,3.0,4.5,"I just--I can't do it anymore.  Like, it just takes it out of you--"
Ses02F_impro04_F005,63.83,74.64,fru,1.5,2.0,4.0,I just keep getting rejected.  I just keep getting rejected over and over and over again and it starts to make you feel like there must be something wrong with you that you can't get a job.
Ses02F_impro04_F006,80.37,91.5702,fru,2.0,4.0,4.0,"Yeah, but maybe--if just because it's competitive, like maybe I'm just not good enough.  Maybe the level is here and I'm here and there's just no way I'm ever gonna do that--"
Ses02F_impro04_F007,102.47,111.8,fru,2.0,3.5,4.0,"I didn't have like one of those starts, you know, like a family member who was already in the business or something you know that could like give me a helping hand."
Ses02F_impro04_F008,117.2799,129.1165,fru,1.5,4.0,5.0,"It's just so frustrating.  Like, I just--I just don't wanna do it anymore.  You know?  I just don't wanna like hit the pavement every single day with my resumes and going out there all the time.  You know, it's just like--"
Ses02F_impro04_F009,132.9672,135.27,sad,2.0,2.0,3.5,I feel so worthless.
Ses02F_impro04_F010,150.38,156.5983,fru,1.5,2.5,4.0,And what would make you say that?  There doesn't seem to be any indicators that anything's going to get better.
Ses02F_impro04_F011,173.36,192.93,fru,1.5,4.0,4.5,"It's just really hard.  I feel like their starting to get like a personal prejudice against me.  You know what I mean?  Like it's like suddenly it starts to feel like it's just you that they say no to and it's not that they're not taking applications and it's not that they're not hiring people, it's just you particularly they have some particular reason for just hating you.  You know?"
Ses02F_impro04_F012,204.97,207.21,fru,2.0,3.5,3.5,Or they'll never talk to me again.
Ses02F_impro04_F013,212.279,229.8,fru,1.5,3.0,4.0,"I-I just I think maybe I should try something else.  I mean, I-I don't know.  All growing up this is the only thing that I ever wanted to do and yet I can't.  I'm not physically able apparently.  I mean--"
Ses02F_impro04_F014,242.01,248.83,fru,2.0,3.0,4.0,"I guess the money shouldn't matter to me, but--Somehow it does.  You know? It's not like I do it for the money, but"
Ses02F_impro04_F015,248.86,256.9182,fru,2.0,3.5,4.5,"you have to--I mean, if you're hired by somebody, then you're not a professional, you're an amateur and that means that you're not good enough."
Ses02F_impro04_F016,266.3,274.17,sad,1.5,2.0,3.0,"I just wanna crawl in a hole, you know.  Like it just makes you not wanna even open your eyes in the morning."
Ses02F_impro04_F017,276.09,286.51,xxx,1.0,4.0,4.5,I don't know how to get out of it.  I don't know how to dig myself out of it.  It's the same hole that I've been digging and digging and digging.  I can't--
Ses02F_impro04_M000,5.1392,9.5052,neu,3.0,3.5,2.5,"So, uh, so how's it been going?  I mean, you have any needs or anything?"
Ses02F_impro04_M001,19.1897,25.48,neu,2.5,3.5,4.0,"No.  You can't think that way.  I mean it's good--it's good that you're--that you're calling, you know. you can't"
Ses02F_impro04_M002,34.85,39.72,xxx,2.5,3.0,3.5,"Yeah--I know what you mean.  I've gone through like similar stuff, but--"
Ses02F_impro04_M003,45.8486,49.25,neu,2.0,3.5,3.0,"No, come on.  Don't [GARBAGE]"
Ses02F_impro04_M004,52.9062,65.8663,neu,2.0,4.0,4.5,"I know.  I know. It's hard, but you just--you gotta keep going.  I mean, you've been going at it for so long, you know.  Something is definitely going to come up.  I-I know it will, because you're a good worker--"
Ses02F_impro04_M005,74.54,82.15,neu,2.5,3.5,4.0,"No.  It's--I mean, it's competitive, you know.  That's-That's what it is.  that's what you gotta be is competitive."
Ses02F_impro04_M006,89.4093,97.07,neu,2.5,4.0,4.0,"There...There are plenty of people out there with--with like, good jobs, you know, that are a lot..."
Ses02F_impro04_M007,97.17,104.0,neu,4.0,3.5,4.0,...dumber than you.  I mean they're a lot worse off than you.  You are much better off than like a lot of those people in there. I know
Ses02F_impro04_M008,111.55,116.4043,neu,2.0,2.5,3.5,"I know.  It makes it harder.  I mean it's definitely who you know in a lot of cases, but--"
Ses02F_impro04_M009,129.3592,135.09,neu,2.0,3.0,3.5,"But you gotta.  Otherwise, what is--what's your other option?"
Ses02F_impro04_M010,135.85,145.057,neu,2.5,3.5,4.0,"It's not worthless 'cause it's definitely gonna--it's definitely gonna pay off.  I know it.  I mean, I can--I've just--I've seen your work etiquette.  You know, you're a good worker and..."
Ses02F_impro04_M011,145.067,151.05,neu,3.0,3.5,4.0,... and there's no reason that--that something won't come up like really soon.  All right?  So you just gotta--
Ses02F_impro04_M012,156.7354,174.3532,neu,4.0,4.0,4.5,"Because I know you.  You know, and maybe once you get to know some more people, like talking to them and everything, they'll get to know you too and they'll realize they should've hired you three years ago.  You know? but  And- and they'll finally come around and believe me--it'll--you gotta-"
Ses02F_impro04_M013,192.84,205.99,neu,3.5,4.0,4.0,"Well maybe yeah, but maybe you get to that point where it's like you bug 'em and then they just don't wanna hear from you anymore, but you keep bugging them and bugging them and then it's gonna annoy them so much that they're gonna be like all right fine. you know"
Ses02F_impro04_M014,207.1941,212.1841,fru,3.0,3.5,2.0,"Or, well, no.  Okay. you -[GARBAGE]"
Ses02F_impro04_M015,229.5,242.27,neu,3.5,3.5,4.0,"That obviously that's not true though.  I mean, you've done this before.  You've done all the work like this before, you know, and and you've gotten people saying oh, you're so good and like you know--"
Ses02F_impro04_M016,244.79,245.9,neu,3.0,2.5,2.5,Right.
Ses02F_impro04_M017,245.97,248.0,neu,3.0,2.5,3.5,"Well, you've gotta live."
Ses02F_impro04_M018,257.1676,266.49,neu,2.0,4.0,4.0,"I mean, it's just, it's really--I don't know, yeah, it's about their opinions and it's about, I don't know, just getting yourself out there and--"
Ses02F_impro04_M019,271.69,277.0401,neu,2.0,3.0,3.0,"Well, come on, come on.  Thinking about it like this is definitely not gonna help either though."
Ses02F_impro04_M020,287.19,288.55,xxx,2.5,2.0,2.5,I don't know.
Ses02F_script02_2_F000,6.33,7.72,neu,2.5,2.0,2.5,About what?
Ses02F_script02_2_F001,9.5015,11.26,fru,2.5,3.5,2.5,It's ridiculous.
Ses02F_script02_2_F002,14.81,21.45,xxx,2.5,3.5,4.0,It's PR.  Somebody sold you a bill of goods that this wonderful event is gonna take place on the beach.
Ses02F_script02_2_F003,22.96,34.98,xxx,2.5,4.0,4.0,"Sure, everybody's told the same story.  It keeps us all excited.  It keeps us coming back for more.  It keeps us thinking that life is gonna start any second now if we could just find the right spot and get in on the action."
Ses02F_script02_2_F004,36.01,38.97,xxx,2.5,3.0,3.5,"Well, I'm sorry, but it's still just fish to me."
Ses02F_script02_2_F005,45.21,52.65,ang,1.5,4.5,4.5,"God damn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting."
Ses02F_script02_2_F006,53.2,57.7,ang,2.0,4.0,4.0,We just have different ideas of what this evening is supposed to look like.
Ses02F_script02_2_F007,67.31,70.98,fru,1.5,4.0,3.5,"For heaven sake, we're not going to see the grunions."
Ses02F_script02_2_F008,71.75,75.23,fru,2.0,4.0,3.5,"We never do, do we?  I mean, have we ever?"
Ses02F_script02_2_F009,76.89,79.73,fru,2.0,3.5,4.0,Twice is every time we've tried. That's ever.
Ses02F_script02_2_F010,80.77,86.15,fru,2.0,4.0,4.5,"No, we won't.  It's pointless.  It's like waiting up to see Santa Claus."
Ses02F_script02_2_F011,86.16,99.71,ang,1.5,5.0,5.0,"I mean, I feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up.  And the fish won't show up."
Ses02F_script02_2_F012,101.28,103.81,fru,2.0,3.5,3.5,You don't understand anything I'm saying.
Ses02F_script02_2_F013,104.93,111.9,fru,1.5,4.0,4.5,I did want to see it.  I always do.  I keep thinking that this is gonna be the time and it never is.
Ses02F_script02_2_F014,113.25,116.23,xxx,1.0,4.5,5.0,"For heaven sake, this isn't about fish."
Ses02F_script02_2_F015,143.69,149.72,sad,2.5,3.0,4.0,"Do you remember the first time we came to see it?  It was about four years ago, right after we got married."
Ses02F_script02_2_F016,149.74,159.76,sad,4.0,4.0,3.5,"I thought I was pregnant, you had a bottle of champagne, but no glasses.  You asked me to dance, so we kicked off our shoes and you popped the cork."
Ses02F_script02_2_F017,159.7833,169.32,sad,3.5,4.0,4.5,"And while we were dancing, you said the softest, most intimate things to me right into my ear so that I could feel them as much as hear them."
Ses02F_script02_2_F018,169.34,178.17,sad,4.0,4.5,4.0,"And I remember thinking, this is it.  You know, at last--at last I am as happy as I am supposed to be."
Ses02F_script02_2_F019,178.78,183.33,sad,4.0,4.0,4.0,"Just dancing barefoot in the sand, drinking champagne out of the bottle."
Ses02F_script02_2_F020,196.73,202.01,sad,2.5,3.0,3.5,I'd rather not remember some things.  I would rather not hope for some things.
Ses02F_script02_2_F021,206.41,207.55,sad,2.5,2.0,2.5,No.
Ses02F_script02_2_F022,208.74,209.72,sad,2.5,2.5,2.0,No.
Ses02F_script02_2_F023,210.68,211.83,xxx,2.0,3.5,2.5,No. No.
Ses02F_script02_2_F024,213.2,214.07,sad,2.0,2.0,2.5,No.
Ses02F_script02_2_F025,215.21,216.2,fru,2.5,2.0,2.5,No.
Ses02F_script02_2_F026,217.41,218.68,fru,2.0,3.5,3.5,No.
Ses02F_script02_2_F027,218.93,220.14,fru,2.0,4.0,4.0,No.
Ses02F_script02_2_F028,225.57,229.17,xxx,1.0,4.5,4.5,I want something to turn out the way that it's supposed to.
Ses02F_script02_2_F029,269.0,274.06,xxx,1.5,4.0,3.5,This.  What?  What is this?  This isn't even anything.
Ses02F_script02_2_F030,274.85,280.45,xxx,1.5,4.0,4.5,"Uh, right this is standing on the beach.  This is waiting.  This is fighting."
Ses02F_script02_2_F031,281.5765,286.6,sad,1.5,4.0,3.5,Well.  This isn't anything like I thought anything would be like.
Ses02F_script02_2_F032,288.24,302.74,xxx,1.5,3.5,4.0,"I mean, this is just this.  It includes a lot and everything, but it isn't something else.  Do you have any idea what I'm trying to say?"
Ses02F_script02_2_F033,305.38,308.72,sad,2.5,3.5,3.0,"I know that, Augie.  Really, I do."
Ses02F_script02_2_F034,308.75,324.1,sad,1.5,3.0,3.5,"I know that you meant this to be special and nice and the sand and the moon and all, but I just couldn't help thinking about being somewhere else."
Ses02F_script02_2_F035,327.15,328.77,sad,2.0,2.0,2.5,I didn't say that.
Ses02F_script02_2_F036,332.84,337.14,xxx,2.0,3.5,3.5,"Oh, for heaven sake, whatever I'm doing, I'd rather be doing it with you."
Ses02F_script02_2_F037,338.73,341.99,xxx,3.0,3.5,3.5,"Oh, don't be ridiculous.  I mean, don't you know that?"
Ses02F_script02_2_F038,342.08,350.2,sad,1.5,3.0,4.5,You're the one who probably wishes you were with someone else.  Someone who--you'd rather enjoy yourself and didn't take everything so hard.
Ses02F_script02_2_F039,357.06,364.83,xxx,3.5,3.0,3.0,"Okay.  Fine so.  We're in the wrong spot, but we're with the right person."
Ses02F_script02_2_F040,370.64,377.73,xxx,4.0,2.5,3.5,"Yeah, I noticed that.  Looks pretty, doesn't it?  Big ol' white moon."
Ses02F_script02_2_F041,379.87,382.76,hap,4.0,4.0,3.5,"Augie, you brought refreshments."
Ses02F_script02_2_F042,383.7,387.6,hap,4.0,3.0,3.5,"Well, then we don't need glasses."
Ses02F_script02_2_F043,393.41,402.26,hap,4.0,3.0,3.5,No.  I think you might be right.  Maybe this is the spot after all.
Ses02F_script02_2_F044,405.93,408.26,sad,2.5,3.5,3.5,"Augie, I'm sorry."
Ses02F_script02_2_F045,412.15,413.92,hap,4.0,2.5,2.5,Or not.
Ses02F_script02_2_M000,4.27,6.3631,exc,3.5,3.5,3.5,"Well, so what do you think?"
Ses02F_script02_2_M001,7.76,9.07,neu,3.0,3.5,3.0,What I was saying.
Ses02F_script02_2_M002,11.44,15.53,neu,2.5,3.5,4.0,It certainly is not.  It's slightly exaggerated scientific fact.
Ses02F_script02_2_M003,21.24,23.66,neu,2.5,3.5,3.0,"Well, I'm not the only one.  Look at all these people."
Ses02F_script02_2_M004,34.69,36.9,xxx,2.5,3.0,2.0,Are we talking about the same thing?
Ses02F_script02_2_M005,38.73,45.56,neu,3.0,3.0,2.5,"Carla, can I ask you something?  Don't take this wrong, but are you having your period?"
Ses02F_script02_2_M006,51.79,53.51,fru,2.5,3.5,4.0,"Well, what's bugging you?"
Ses02F_script02_2_M007,57.55,67.72,neu,2.5,4.0,4.0,"There's nothing to it.  We come here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish.  They go home. We go home."
Ses02F_script02_2_M008,70.67,72.09,fru,2.5,3.0,3.0,Why not?
Ses02F_script02_2_M009,75.04,77.45,neu,2.0,3.0,3.0,We've missed them twice.  That's not ever.
Ses02F_script02_2_M010,79.4,81.13,neu,2.5,3.5,3.5,"Well, we'll see them this year."
Ses02F_script02_2_M011,99.67,101.5,fru,2.5,2.5,2.5,I thought you wanted to see it.
Ses02F_script02_2_M012,103.58,105.17,fru,1.5,3.0,4.0,"No, of course not."
Ses02F_script02_2_M013,111.46,114.75,neu,2.5,3.0,3.5,It's just fish.  Nothing to get traumatized about.
Ses02F_script02_2_M014,115.92,124.08,fru,2.0,4.0,3.5,"All right.  Look, I've been trying to work this backwards, but I cannot seem to figure out the exact moment that we took a turn for the worst."
Ses02F_script02_2_M015,124.1,134.09,xxx,2.5,4.0,4.0,"I mean, you were-  you were fine during the phone call from Marge.  Dinner was okay.  Doing the dishes was no problem.  Let's see.  I took a shower.  You watched the news."
Ses02F_script02_2_M016,134.1,138.81,neu,3.0,4.0,4.0,"You said, ""Hey the grunion are running tonight.""  I said, ""Great, let's go.  I feel lucky."""
Ses02F_script02_2_M017,138.86,144.92,neu,3.0,4.0,3.5,"Okay, so I'm putting on my jacket, putting out the animals, getting the car out of the garage--"
Ses02F_script02_2_M018,177.56,179.38,neu,4.0,3.5,3.5,Wait a minute.  I've got it.
Ses02F_script02_2_M019,183.18,192.22,neu,3.0,4.0,4.0,"It was in the car, right?  Driving past the Knickerbocker Liquor Locker, you said, ""let's get some champagne,"" and I said, ""time's a wasting"" or something like that, right?"
Ses02F_script02_2_M020,192.25,197.07,neu,3.0,4.0,4.0,"Yeah, of course, I see it now.  You want this to be like that other time, right?  That's it, right?"
Ses02F_script02_2_M021,201.32,206.74,neu,3.0,3.5,3.5,"Okay, yeah, sure, I see it now.  Listen, you wanna dance?"
Ses02F_script02_2_M022,207.51,209.49,neu,3.0,3.5,3.0,You want me to go get some champagne?
Ses02F_script02_2_M023,209.57,211.32,neu,3.0,3.5,2.5,Take off our shoes?
Ses02F_script02_2_M024,211.39,213.94,fru,2.0,3.5,2.5,"Well, what?  You want me to breathe in your ear?"
Ses02F_script02_2_M025,213.99,215.86,fru,3.0,3.5,2.5,You wanna get married again?
Ses02F_script02_2_M026,215.9,218.36,fru,2.0,3.5,3.0,What?  What?  You want a divorce?
Ses02F_script02_2_M027,218.41,219.74,fru,2.0,3.5,3.5,A vacation?
Ses02F_script02_2_M028,219.75,226.54,fru,2.0,4.0,4.0,"A new carpet?  A poodle?  Ice cream?  Back rub?  A suicide pact?  What?  What?  Carla, what the hell do you want?"
Ses02F_script02_2_M029,228.2,238.96,ang,2.0,4.5,4.5,"Well, welcome to the human race.  Do you think this is what I had in mind when I proposed?  That four years down the road, we'd be at the beach yelling at each other over fish?"
Ses02F_script02_2_M030,239.31,250.86,xxx,2.0,4.0,4.0,"No.  You think I knew that there'd be times when you'd look at me like a used Kleenex?  Or that I'd look at you and think, holy hell, when's the next flight to Alaska?"
Ses02F_script02_2_M031,250.89,266.43,sad,2.5,3.0,4.0,"No, Carla, I'm just like you.  I thought it was gonna be all peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and we'll have three fat rosy kids and ha, ha, baby, the joke's on us"
Ses02F_script02_2_M032,266.44,269.39,fru,2.0,3.5,4.0,"'cause you know what you get, Carla?  You know what you get?  This."
Ses02F_script02_2_M033,273.82,275.08,neu,3.0,2.5,3.0,"Yes, it is."
Ses02F_script02_2_M034,280.13,281.22,neu,2.5,2.5,4.0,Right.
Ses02F_script02_2_M035,286.33,288.29,sad,2.5,3.0,3.0,"I know, me neither."
Ses02F_script02_2_M036,302.93,305.06,sad,2.0,2.5,3.5,I'm doing the best I can.
Ses02F_script02_2_M037,325.06,327.93,sad,2.0,2.5,3.5,Maybe if you were with somebody else too.
Ses02F_script02_2_M038,328.38,333.71,sad,2.0,3.0,3.0,"No, I know.  But still.  I know I don't make you happy."
Ses02F_script02_2_M039,337.84,339.03,sur,3.0,2.5,3.0,Yeah?
Ses02F_script02_2_M040,350.5661,355.24,xxx,3.0,2.5,3.0,"Well, now that you mention it.  No, I don't."
Ses02F_script02_2_M041,364.81,370.56,hap,4.0,3.0,3.0,"I don't know.  It seemed like a pretty good spot to me.  I mean, look at the view you have of the moon from here."
Ses02F_script02_2_M042,378.28,380.21,hap,4.0,3.5,3.5,"Well, look what we have here."
Ses02F_script02_2_M043,382.43,384.08,hap,4.0,3.0,3.0,It's not champagne.
Ses02F_script02_2_M044,388.88,392.08,xxx,3.0,2.5,2.5,You still cold?  Do you wanna go home?
Ses02F_script02_2_M045,407.08,411.69,hap,3.5,2.5,3.5,Shh.  If we're very quiet the fish might come.
Ses02F_script02_2_M046,414.05,415.64,hap,4.0,3.0,2.5,Or not.
Ses02M_script03_1_F000,6.7608,8.6428,xxx,2.5,3.5,1.5,Do you think it's them?
Ses02M_script03_1_F001,9.1462,12.2099,xxx,2.5,3.5,2.0,"Well, nobody knows we're here except Freda and she wouldn't ring up."
Ses02M_script03_1_F002,13.0059,15.7092,exc,2.5,4.5,1.0,What are we going to do?
Ses02M_script03_1_F003,18.5326,20.8905,hap,3.0,2.5,2.0,Now and always sweet.
Ses02M_script03_1_F004,21.3711,24.1945,xxx,2.5,2.0,2.5,It's bound to come sooner or later.
Ses02M_script03_1_F005,29.3458,33.1455,exc,4.0,3.5,2.0,Oh. It sends shivers down my spine.
Ses02M_script03_1_F006,34.9176,37.651,hap,4.0,3.0,2.5,Behave exquisitely.
Ses02M_script03_1_F007,38.1466,42.2165,hap,4.0,2.5,2.5,"Yes, I should probably to a court curtsey."
Ses02M_script03_1_F008,45.7158,49.155,xxx,2.5,2.5,2.5,What's so horrible is that one can't stay happy.
Ses02M_script03_1_F009,49.6807,53.3001,xxx,2.5,2.0,3.0,It's true; the whole business is a very poor joke.
Ses02M_script03_1_F010,55.8532,58.0008,xxx,4.0,2.5,2.5,Yes. Meaning just that.
Ses02M_script03_1_F011,65.7202,68.3785,xxx,3.5,3.0,3.0,Don't laugh at me. I'm serious.
Ses02M_script03_1_F012,70.1807,71.6825,exc,4.0,2.0,2.0,Who's they?
Ses02M_script03_1_F013,82.1503,85.5445,xxx,4.0,2.5,3.0,"Well, if I laugh at everything then I must laugh at us too."
Ses02M_script03_1_F014,87.6921,91.4166,xxx,2.5,2.5,2.0,"Well, shall we always want to bicker and fight?"
Ses02M_script03_1_F015,94.2401,96.7481,sad,2.5,2.5,2.0,"Oh dear, should we like that?"
Ses02M_script03_1_F016,98.265,103.4163,fea,3.0,2.5,2.0,"Well, what happens if one of us dies, does the one that's left still laugh?"
Ses02M_script03_1_F017,105.1884,107.5613,xxx,3.0,3.0,1.5,"Well that's serious enough, isn't it?"
Ses02M_script03_1_F018,112.202,115.3408,xxx,3.5,2.5,2.5,"Darling, I believe you're talking nonsense."
Ses02M_script03_1_F019,135.4354,138.0486,xxx,3.5,2.5,3.0,"Elliot, worms don't pop."
Ses02M_script03_1_F020,148.4863,155.8903,xxx,4.0,3.0,3.0,"Thank you dear, the same applies you, except that if I catch you so much as looking at another woman, I'll kill you."
Ses02M_script03_1_F021,157.9779,160.6512,hap,4.0,2.5,2.0,Which particular one?
Ses02M_script03_1_F022,164.1655,169.3167,hap,4.0,3.0,2.5,"Oh Charles, that was his name Charles. It did wiggle so beautifully."
Ses02M_script03_1_F023,169.9475,176.6757,hap,4.0,3.0,2.5,I know you did. You threw it out of the window into the Grand Canal; I don't think I'll ever forgive you for that.
Ses02M_script03_1_F024,177.4867,180.2651,hap,3.5,1.5,2.5,It went on intermittently for days.
Ses02M_script03_1_F025,183.4941,188.0446,hap,4.0,3.5,2.5,It burned my comb too and all the towels in the bathroom.
Ses02M_script03_1_F026,188.6003,191.8743,xxx,3.5,2.0,3.0,That was the first time you ever hit me.
Ses02M_script03_1_F027,192.7754,200.645,hap,4.5,3.0,2.5,The manager came in and found us rolling around on the floor biting and scratching like panthers.
Ses02M_script03_1_F028,200.7651,205.3307,hap,4.0,3.5,2.0,"Oh it was ridiculous, completely ridiculous."
Ses02M_script03_1_F029,206.4871,209.2956,hap,4.0,2.5,2.5,And very much sillier.
Ses02M_script03_1_M000,5.5365,7.2541,fea,2.5,4.5,1.5,Good God.
Ses02M_script03_1_M001,8.1099,9.5667,xxx,2.5,3.0,1.5,I wonder.
Ses02M_script03_1_M002,11.5341,13.4564,fea,2.5,3.0,2.0,Must be them then.
Ses02M_script03_1_M003,16.2649,19.1183,fea,3.0,3.5,2.0,"We're all right darling, aren't we whatever happens?"
Ses02M_script03_1_M004,20.3799,22.092,xxx,4.0,3.0,2.5,I don't care then.
Ses02M_script03_1_M005,23.7318,30.3521,exc,3.5,3.5,1.5,Hello? Hello? What? Wrong number.
Ses02M_script03_1_M006,32.3946,35.4283,fea,3.5,3.0,2.5,What do we do if they suddenly walk in on us?
Ses02M_script03_1_M007,36.855,38.9426,hap,4.0,2.5,2.5,With the most perfect poise.
Ses02M_script03_1_M008,41.781,46.2415,hap,4.0,2.5,2.5,"Things that ought to matter dreadfully don't matter at all when one's is happy, do they?"
Ses02M_script03_1_M009,48.314,50.2964,sad,3.5,2.5,2.5,Oh darling don't say that.
Ses02M_script03_1_M010,52.7895,56.484,hap,4.0,3.0,2.5,Meaning that sacred and beautiful thing love?
Ses02M_script03_1_M011,57.8506,66.9518,hap,4.0,3.5,2.5,What does it all mean that's what I ask- that's what I ask myself in my ceaseless quest for ultimate truth?  Good God what does it all mean?
Ses02M_script03_1_M012,67.6426,70.7814,exc,4.0,3.0,3.0,"You mustn't be serious my dear one, that's just what they want."
Ses02M_script03_1_M013,71.0668,79.0343,xxx,4.0,3.5,3.5,"All those futile moralists, who try to make life unbearable, laugh at them, be flippant. Laugh at everything all their sacred shibboleths"
Ses02M_script03_1_M014,79.0941,83.0664,exc,4.0,3.5,3.0,flippancy brings out the acid in their damned sweetness in light.
Ses02M_script03_1_M015,84.8536,88.1727,exc,4.0,2.5,3.0,"Certainly you must, we figures of fun all right."
Ses02M_script03_1_M016,90.8309,94.6456,sad,3.0,1.5,2.5,"No, that desire will fade along with our passion."
Ses02M_script03_1_M017,96.2375,98.7456,xxx,3.5,2.0,2.5,Depends on how well we play it.
Ses02M_script03_1_M018,102.7104,105.5789,exc,4.0,3.5,2.5,"Yes, yes, with all his might."
Ses02M_script03_1_M019,106.7203,112.7727,exc,4.0,3.5,2.5,"No, no it isn't, death is very laughable, such a cunning little mystery, all done with mirrors."
Ses02M_script03_1_M020,114.7701,117.3683,exc,4.0,2.5,3.0,So is everyone else in the long run.
Ses02M_script03_1_M021,117.3833,131.09,exc,4.5,3.0,3.0,"Let's be superficial and pity the poor philosophers, let's blow our trumpets and squeakers and enjoy the party as much as we can. Like quite idiotic, very small, school children. Let's savor the delight of the moment."
Ses02M_script03_1_M022,131.1199,135.9153,exc,4.0,3.0,3.0,Come kiss me darling before your body rots and worms pop in and out of your eye sockets.
Ses02M_script03_1_M023,137.4478,149.5226,xxx,4.5,3.5,2.5,"I don't care what you do see. You can paint yourself green and dance naked in the Place Vendome, and rush off madly with all the men in the world and I shan't say a word, as long as you love me best."
Ses02M_script03_1_M024,155.2896,158.9541,hap,4.0,2.5,2.0,You remember that awful scene we had in Venice?
Ses02M_script03_1_M025,160.2156,165.2468,xxx,4.0,2.5,2.5,"The one when you bought that little, painted, wooden snake in the Piazza and put it on my bed."
Ses02M_script03_1_M026,168.731,170.9537,xxx,3.0,3.5,3.0,"Horrible thing, I hated it."
Ses02M_script03_1_M027,176.0149,178.2226,xxx,3.5,2.0,2.0,How long did that row last?
Ses02M_script03_1_M028,179.9197,185.0409,xxx,3.5,3.0,3.0,The worst one was in Cannes when your curling iron burned a hole in my new dressing gown.
Ses02M_script03_1_M029,186.723,189.3062,hap,4.0,3.5,2.5,"That was a rouser, wasn't it?"
Ses02M_script03_1_M030,191.3336,193.7366,xxx,3.5,3.0,1.5,I didn't hit you very hard.
Ses02M_script03_1_M031,199.3084,201.8314,hap,4.0,4.0,2.5,I'll never forget his face.
Ses02M_script03_1_M032,204.6399,207.0278,xxx,3.5,2.0,2.5,We were very much younger then.
Ses02M_script03_1_M033,208.7249,213.5908,xxx,3.0,2.5,2.5,As a matter of fact the real cause of that row was Peter Burden.
Ses02M_script01_3_F000,6.2437,9.9782,xxx,4.0,3.0,3.0,You're the only one I know who loves his parents.
Ses02M_script01_3_F001,11.9104,14.3718,hap,4.0,3.5,3.0,It's all right.  It's a good thing.
Ses02M_script01_3_F002,14.4248,19.533,hap,4.0,3.0,3.5,"You know, it's lovely here, the air is sweet."
Ses02M_script01_3_F003,21.5974,28.9819,hap,3.5,2.5,3.0,"No, not sorry.  But, um. But I'm not gonna stay."
Ses02M_script01_3_F004,30.2788,34.937,xxx,3.5,3.5,2.5,"For one thing, your mother as much as told me to go."
Ses02M_script01_3_F005,35.0164,41.9509,xxx,2.5,3.5,2.5,"You saw that.  I mean and then, well, you've been kind of, um--"
Ses02M_script01_3_F006,42.7185,48.9383,xxx,3.5,3.0,3.0,"Well, kind of embarrassed ever since I got here."
Ses02M_script01_3_F007,59.9223,63.416,hap,3.0,3.0,3.5,"I knew they would, your mother anyway."
Ses02M_script01_3_F008,64.1042,67.9419,neu,2.5,2.5,3.0,"Well, from her point of view, why else would I come?"
Ses02M_script01_3_F009,75.8028,80.5934,hap,4.0,3.5,3.5,I guess this is why I came.
Ses02M_script01_3_F010,113.3072,117.2243,xxx,3.0,3.5,3.5,"Oh, Chris, I've been ready for a long, long time."
Ses02M_script01_3_F011,119.4741,123.4971,xxx,3.0,2.5,3.0,I almost got married two years ago.
Ses02M_script01_3_F012,124.4235,128.2083,hap,4.0,3.0,3.0,"Well, you started to write me"
Ses02M_script01_3_F013,129.5846,131.7814,hap,4.0,3.0,3.5,Every day since.
Ses02M_script01_3_F014,133.5283,143.4007,xxx,4.0,4.5,4.0,"Well, I was waiting for you.  I mean, till then you never wrote and when you did, what did you say?  I mean, you can sure be ambiguous sometimes, you know?"
Ses02M_script01_3_F015,152.2937,161.3721,xxx,4.5,4.5,4.5,"I'll never forgive you.  Why did you wait all these years?  I mean, all I did was sit and wonder if I was crazy for thinking of you."
Ses02M_script01_3_F016,162.8542,165.6598,xxx,3.5,3.0,3.0,Not like that you're not.
Ses02M_script01_3_F017,165.9774,172.409,xxx,2.5,3.0,3.0,"Like Larry's brother.  Do it like you, Chris.  What is it?"
Ses02M_script01_3_F018,174.8175,179.8463,xxx,2.0,3.5,3.0,"No.  What is it, Chris. Your mother?"
